Source,Invoice No,Date,Due Date,Shipment,Consol,PO,Containers,Consignor,Origin,Destination,ETA,Total Pkgs,Charge Code,Description,Standardised Description,Details,Qty,Currency,Rate,Conversion Rate,GST Y/N,Amount (Ex GST),GST,Amount (Inc GST),Invoice Total (Ex GST),Invoice Total (Inc GST)
AFER,S00005268,21-Jun-25,30-Jul-25,S00005268,C00004459,3964,PCIU1381684 (20GP),V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Sydney,02-Jun-25,1408,,Delivery Cartage Demurrage- Wharf: DP WORLD: 14:00,Cartage,15:15,1.0,AUD,23.75,1.0,Y,23.75,2.38,26.13,95.0,104.5
AFER,S00005268,21-Jun-25,30-Jul-25,S00005268,C00004459,3964,PCIU1381684 (20GP),V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Sydney,02-Jun-25,1408,,Delivery Cartage Demurrage- Empty Park: DP PARK 1: 13:35 -,Cartage,,1.0,AUD,71.25,1.0,Y,71.25,7.12,78.37,95.0,104.5
AFER,S00005401,28-Jun-25,30-Jul-25,S00005401,C00004565,4007,PCIU1699130 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,17-Jun-25,2300,,Delivery Cartage Demurrage- Empty Park: DP PARK 1: 08:30 -,Cartage,,1.0,AUD,78.85,1.0,Y,78.85,7.88,86.73,213.75,235.12
AFER,S00005401,28-Jun-25,30-Jul-25,S00005401,C00004565,4007,PCIU1699130 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,17-Jun-25,2300,,Delivery Cartage Demurrage- Wharf: PATRICK: 12:20,Cartage,14:45 =,1.0,AUD,134.9,1.0,Y,134.9,13.49,148.39,213.75,235.12
AFER,S00005373,03-Jul-25,30-Aug-25,S00005373,C00004539,3976,TRHU3597141 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Ho Chi Minh City,Sydney,22-Jun-25,2862,,Delivery Cartage Demurrage- TRHU3597141,Cartage,Empty Park: SWIFT,1.0,AUD,63.65,1.0,Y,63.65,6.37,70.02,63.65,70.02
AFER,S00005100,15-Jul-25,30-Aug-25,S00005100,C00004352,3800,PCIU1537289 (20GP),"CHAU GIANG FOOD PROCESSING TRADE CO.,LTD H2COCO PTY LTD",Cat Lai,Melbourne,09-Apr-25,2981,,Import Container Detention- ChargeStartDate:24/04/2025,Import Container Detention- ChargeStartDate:24/04/2025,,1.0,AUD,100.0,1.0,Y,100.0,10.0,110.0,100.0,110.0
AFER,S00005510,30-Jun-25,30-Jul-25,S00005510,C00004642,4052,CSLU1657543 (20GP),V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Fremantle,27-Jun-25,1408,,Destination Quarantine Service Payment,Destination Quarantine Service Payment,,1.0,AUD,65.0,1.0,N,65.0,0.0,65.0,65.0,65.0
AFER,S00005268,21-Jun-25,30-Jul-25,S00005268,C00004459,3964,PCIU1381684 (20GP),V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Sydney,02-Jun-25,1408,,Delivery Cartage Demurrage- Wharf: DP WORLD: 14:00,Cartage,15:15,1.0,AUD,23.75,1.0,Y,23.75,2.38,26.13,95.0,104.5
AFER,S00005268,21-Jun-25,30-Jul-25,S00005268,C00004459,3964,PCIU1381684 (20GP),V.U.A AGRICULTURE CORP H2COCO PTY LTD,Cat Lai,Sydney,02-Jun-25,1408,,Delivery Cartage Demurrage- Empty Park: DP PARK 1: 13:35 -,Cartage,,1.0,AUD,71.25,1.0,Y,71.25,7.12,78.37,95.0,104.5
AFER,S00005401,28-Jun-25,30-Jul-25,S00005401,C00004565,4007,PCIU1699130 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,17-Jun-25,2300,,Delivery Cartage Demurrage- Empty Park: DP PARK 1: 08:30 -,Cartage,,1.0,AUD,78.85,1.0,Y,78.85,7.88,86.73,213.75,235.12
AFER,S00005401,28-Jun-25,30-Jul-25,S00005401,C00004565,4007,PCIU1699130 (20GP),"ALOEFIELD BEVERAGE CO., LTD H2COCO PTY LTD",Cat Lai,Sydney,17-Jun-25,2300,,Delivery Cartage Demurrage- Wharf: PATRICK: 12:20,Cartage,14:45 =,1.0,AUD,134.9,1.0,Y,134.9,13.49,148.39,213.75,235.12
